LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
23,43:12.405,11.382,0.517,172.514,1:47.821,8.0,7.0,8,A. Albon,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:19.976,18.953,7.571,172.012,1:45.891,11.0,8.0,6,A. Markelov,RUSSIAN TIME,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:20.173,19.150,0.197,171.999,1:47.868,13.0,9.0,19,J. Cecotto,Rapax,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:21.006,19.983,0.833,171.944,1:46.884,7.0,10.0,2,A. Fuoco,PREMA Racing,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:29.852,28.829,8.846,171.361,1:48.247,10.0,11.0,17,S. Canamasas,Trident,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:32.210,31.187,2.358,171.206,1:48.033,8.0,12.0,3,L. Delétraz,Racing Engineering,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:34.645,33.622,2.435,171.047,1:48.684,8.0,13.0,4,G. Malja,Racing Engineering,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:35.415,34.392,0.770,170.996,1:45.961,12.0,14.0,7,N. Matsushita,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:36.924,35.901,1.509,170.898,1:47.837,11.0,15.0,12,S. Coletti,Campos Racing,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:42.618,41.595,5.694,170.527,1:48.576,8.0,16.0,16,N. Jeffri,Trident,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:53.052,52.029,10.434,169.851,1:46.512,13.0,17.0,21,S. Gelael,Pertamina Arden,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,44:09.593,68.570,16.541,168.791,1:43.950,22.0,18.0,14,S. Sette Câmara,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2017-04-16
22,41:36.188,-,-,176.053,1:52.573,18.0,1.0,1,C. Leclerc,PREMA Racing,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:37.481,1.293,-,175.962,1:51.901,4.0,2.0,8,A. Albon,ART Grand Prix,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:39.395,3.207,1.914,175.827,1:51.875,4.0,3.0,10,N. Latifi,DAMS,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:40.293,4.105,0.898,175.764,1:52.122,3.0,4.0,7,N. Matsushita,ART Grand Prix,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:41.140,4.952,0.847,175.704,1:52.760,9.0,5.0,5,L. Ghiotto,RUSSIAN TIME,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:50.946,14.758,9.806,175.018,1:53.022,12.0,6.0,6,A. Markelov,RUSSIAN TIME,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,41:51.634,15.446,0.688,174.97,1:52.792,3.0,7.0,9,O. Rowland,DAMS,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:00.983,24.795,9.349,174.321,1:53.286,3.0,8.0,14,S. Sette Câmara,MP Motorsport,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:05.449,29.261,4.466,174.013,1:52.348,4.0,9.0,3,N. de Vries,Racing Engineering,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:05.877,29.689,0.428,173.984,1:52.926,17.0,10.0,19,R. Merhi,Rapax,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:06.100,29.912,0.223,173.968,1:52.529,18.0,11.0,2,A. Fuoco,PREMA Racing,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:07.187,30.999,1.087,173.894,1:53.365,10.0,12.0,12,Á. Palou,Campos Racing,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:07.752,31.564,0.565,173.855,1:53.067,17.0,13.0,11,L. Norris,Campos Racing,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:14.902,38.714,7.150,173.364,1:53.424,5.0,14.0,21,S. Gelael,Pertamina Arden,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:15.793,39.605,0.891,173.303,1:53.597,9.0,15.0,17,S. Ferrucci,Trident,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:19.498,43.310,3.705,173.051,1:53.605,13.0,16.0,16,N. Jeffri,Trident,Yas Island,Sprint Race,Round 11 ,2017-11-26
22,42:25.847,49.659,6.349,172.619,1:53.183,3.0,17.0,4,G. Malja,Racing Engineering,Yas Island,Sprint Race,Round 11 ,2017-11-26
19,36:42.542,DNF,-,172.291,1:53.340,5.0,18.0,20,N. Nato,Pertamina Arden,Yas Island,Sprint Race,Round 11 ,2017-11-26
26,42:20.450,-,-,171.329,1:35.246,11.0,1.0,7,N. Matsushita,ART Grand Prix,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:23.759,3.309,-,171.106,1:35.178,9.0,2.0,9,O. Rowland,DAMS,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:25.071,4.621,1.312,171.018,1:34.811,3.0,3.0,10,N. Latifi,DAMS,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:29.627,9.177,4.556,170.712,1:35.136,12.0,4.0,1,C. Leclerc,PREMA Racing,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:35.783,15.333,6.156,170.301,1:35.534,4.0,5.0,15,J. King,MP Motorsport,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:38.437,17.987,2.654,170.125,1:35.246,3.0,6.0,4,G. Malja,Racing Engineering,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:38.542,18.092,0.105,170.118,1:35.492,9.0,7.0,5,L. Ghiotto,RUSSIAN TIME,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:41.585,21.135,3.043,169.915,1:35.096,11.0,8.0,8,A. Albon,ART Grand Prix,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:42.002,21.552,0.417,169.888,1:35.400,10.0,9.0,6,A. Markelov,RUSSIAN TIME,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:51.194,30.744,9.192,169.281,1:35.574,8.0,10.0,19,J. Cecotto,Rapax,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:51.999,31.549,0.805,169.228,1:36.315,9.0,11.0,17,S. Canamasas,Trident,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:54.884,34.434,2.885,169.038,1:35.765,11.0,12.0,12,R. Merhi,Campos Racing,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:55.721,35.271,0.837,168.983,1:35.855,4.0,13.0,20,N. Nato,Pertamina Arden,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:58.540,38.090,2.819,168.798,1:36.532,6.0,14.0,3,L. Delétraz,Racing Engineering,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,42:59.896,39.446,1.356,168.71,1:36.330,5.0,15.0,14,S. Sette Câmara,MP Motorsport,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,43:07.400,46.950,7.504,168.22,1:36.084,7.0,16.0,21,S. Gelael,Pertamina Arden,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,43:10.676,50.226,3.276,168.008,1:34.670,5.0,17.0,11,R. Boschung,Campos Racing,Barcelona,Sprint Race,Round 2 ,2017-05-14
26,43:20.362,59.912,9.686,167.382,1:36.672,4.0,18.0,16,N. Jeffri,Trident,Barcelona,Sprint Race,Round 2 ,2017-05-14
30,41:51.284,-,-,143.51,1:23.012,27.0,1.0,18,N. de Vries,Rapax,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:01.118,9.834,-,142.95,1:23.206,4.0,2.0,19,J. Cecotto,Rapax,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:01.699,10.415,0.581,142.917,1:23.331,8.0,3.0,4,G. Malja,Racing Engineering,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:02.165,10.881,0.466,142.891,1:21.999,12.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:02.542,11.258,0.377,142.87,1:21.674,8.0,5.0,6,A. Markelov,RUSSIAN TIME,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:03.185,11.901,0.643,142.833,1:22.014,12.0,6.0,8,A. Albon,ART Grand Prix,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:04.911,13.627,1.726,142.736,1:22.419,4.0,7.0,7,N. Matsushita,ART Grand Prix,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:05.254,13.970,0.343,142.716,1:22.257,11.0,8.0,15,J. King,MP Motorsport,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:20.277,28.993,15.023,141.872,1:22.557,10.0,9.0,9,O. Rowland,DAMS,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:20.335,29.051,0.058,141.869,1:23.024,20.0,10.0,2,A. Fuoco,PREMA Racing,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:25.325,34.041,4.990,141.591,1:23.493,14.0,11.0,16,N. Jeffri,Trident,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:34.016,42.732,8.691,141.109,1:23.272,21.0,12.0,21,S. Gelael,Pertamina Arden,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:34.714,43.430,0.698,141.07,1:22.504,25.0,13.0,10,N. Latifi,DAMS,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:37.707,46.423,2.993,140.905,1:23.756,6.0,14.0,14,S. Sette Câmara,MP Motorsport,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:38.291,47.007,0.584,140.873,1:23.555,22.0,15.0,12,R. Visoiu,Campos Racing,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:44.463,53.179,6.172,140.534,1:23.308,26.0,16.0,3,L. Delétraz,Racing Engineering,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
30,42:46.961,55.677,2.498,140.397,1:22.782,29.0,17.0,17,S. Canamasas,Trident,Monte Carlo,Sprint Race,Round 3 ,2017-05-27
21,40:37.601,-,-,186.024,1:54.413,19.0,1.0,20,N. Nato,Pertamina Arden,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:46.318,8.717,-,185.361,1:53.635,17.0,2.0,1,C. Leclerc,PREMA Racing,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:49.175,11.574,2.857,185.144,1:55.088,20.0,3.0,10,N. Latifi,DAMS,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:50.393,12.792,0.287,185.052,1:55.032,21.0,4.0,8,S. Sirotkin,ART Grand Prix,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:50.491,12.890,0.098,185.045,1:54.733,21.0,5.0,6,A. Markelov,RUSSIAN TIME,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:52.073,14.472,1.582,184.926,1:54.969,19.0,6.0,7,N. Matsushita,ART Grand Prix,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:54.489,16.888,2.416,184.744,1:54.980,20.0,7.0,5,L. Ghiotto,RUSSIAN TIME,Baku,Sprint Race,Round 4 ,2017-06-25
21,40:58.988,21.387,4.499,184.406,1:54.971,21.0,8.0,11,R. Boschung,Campos Racing,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:04.944,27.343,5.956,183.96,1:55.345,16.0,9.0,14,S. Sette Câmara,MP Motorsport,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:05.428,27.827,0.484,183.924,1:55.020,21.0,10.0,21,S. Gelael,Pertamina Arden,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:09.213,31.612,3.785,183.642,1:55.802,21.0,11.0,12,R. Visoiu,Campos Racing,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:10.265,32.664,1.052,183.564,1:54.969,20.0,12.0,2,A. Fuoco,PREMA Racing,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:12.246,34.645,1.981,183.417,1:55.690,21.0,13.0,4,G. Malja,Racing Engineering,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:13.390,35.789,1.144,183.332,1:54.649,21.0,14.0,19,J. Cecotto,Rapax,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:26.844,49.243,13.454,182.34,1:55.353,20.0,15.0,17,S. Canamasas,Trident,Baku,Sprint Race,Round 4 ,2017-06-25
21,41:34.753,57.152,7.909,181.762,1:57.045,18.0,16.0,3,L. Delétraz,Racing Engineering,Baku,Sprint Race,Round 4 ,2017-06-25
21,42:16.532,98.931,41.779,178.768,1:56.949,19.0,17.0,16,N. Jeffri,Trident,Baku,Sprint Race,Round 4 ,2017-06-25
28,40:32.190,-,-,178.769,1:16.119,21.0,1.0,6,A. Markelov,RUSSIAN TIME,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:33.648,1.458,-,178.662,1:16.781,13.0,2.0,8,A. Albon,ART Grand Prix,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:34.245,2.055,0.597,178.618,1:16.582,26.0,3.0,9,O. Rowland,DAMS,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:38.030,5.840,3.785,178.341,1:16.539,10.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:38.819,6.629,0.789,178.283,1:16.697,9.0,5.0,2,A. Fuoco,PREMA Racing,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:42.705,10.515,3.886,177.999,1:16.699,10.0,6.0,15,J. King,MP Motorsport,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:45.846,13.656,3.141,177.771,1:16.526,8.0,7.0,20,N. Nato,Pertamina Arden,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:48.112,15.922,2.266,177.606,1:16.607,10.0,8.0,10,N. Latifi,DAMS,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:48.169,15.979,0.057,177.602,1:16.757,13.0,9.0,19,S. Canamasas,Rapax,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:48.472,16.282,0.303,177.58,1:16.760,12.0,10.0,14,S. Sette Câmara,MP Motorsport,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:51.039,18.849,2.567,177.394,1:16.255,11.0,11.0,21,S. Gelael,Pertamina Arden,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:53.138,20.948,2.099,177.242,1:16.494,9.0,12.0,16,N. Jeffri,Trident,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:53.491,21.301,0.353,177.217,1:16.754,9.0,13.0,3,L. Delétraz,Racing Engineering,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,40:54.633,22.443,1.142,177.134,1:16.694,13.0,14.0,7,N. Matsushita,ART Grand Prix,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,41:40.112,67.922,45.479,173.912,1:16.571,10.0,15.0,4,G. Malja,Racing Engineering,Spielberg,Sprint Race,Round 5 ,2017-07-09
26,38:44.210,DNF,-,173.698,1:16.525,13.0,16.0,18,N. de Vries,Rapax,Spielberg,Sprint Race,Round 5 ,2017-07-09
25,38:01.268,DNF,-,170.153,1:16.568,11.0,17.0,12,R. Visoiu,Campos Racing,Spielberg,Sprint Race,Round 5 ,2017-07-09
28,44:52.900,-,-,163.935,1:30.484,26.0,1.0,7,N. Matsushita,ART Grand Prix,Budapest,Sprint Race,Round 7 ,2017-07-30
28,44:57.207,4.307,-,163.673,1:31.087,28.0,2.0,9,O. Rowland,DAMS,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:00.043,7.143,2.836,163.501,1:31.303,10.0,3.0,18,N. de Vries,Rapax,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:04.535,11.635,4.492,163.229,1:30.513,9.0,4.0,1,C. Leclerc,PREMA Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:05.358,12.458,0.823,163.18,1:31.334,12.0,5.0,20,N. Nato,Pertamina Arden,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:06.385,13.485,1.027,163.118,1:30.909,13.0,6.0,10,N. Latifi,DAMS,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:09.654,16.754,3.269,162.921,1:31.622,20.0,7.0,8,A. Albon,ART Grand Prix,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:17.743,24.843,8.089,162.436,1:31.096,10.0,8.0,5,L. Ghiotto,RUSSIAN TIME,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:18.477,25.577,0.734,162.392,1:29.257,27.0,9.0,6,A. Markelov,RUSSIAN TIME,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:26.787,33.887,8.310,161.897,1:31.675,9.0,10.0,21,S. Gelael,Pertamina Arden,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:28.670,35.770,1.883,161.786,1:31.761,15.0,11.0,15,J. King,MP Motorsport,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:28.723,35.823,0.053,161.782,1:30.274,25.0,12.0,3,L. Delétraz,Racing Engineering,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:34.747,41.847,6.024,161.426,1:32.094,7.0,13.0,14,S. Sette Câmara,MP Motorsport,Budapest,Sprint Race,Round 7 ,2017-07-30
28,45:35.022,42.122,0.275,161.41,1:31.823,9.0,14.0,17,S. Ferrucci,Trident,Budapest,Sprint Race,Round 7 ,2017-07-30
28,46:19.847,86.947,44.825,158.807,1:32.040,14.0,15.0,16,N. Jeffri,Trident,Budapest,Sprint Race,Round 7 ,2017-07-30
27,45:35.649,1 LAP,1 LAP,155.608,1:31.763,19.0,16.0,11,R. Boschung,Campos Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
27,45:43.321,1 LAP,7.672,155.172,1:29.121,23.0,17.0,2,A. Fuoco,PREMA Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
21,37:17.053,-,-,198.867,1:43.443,6.0,1.0,10,N. Latifi,DAMS,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:18.770,1.717,-,198.714,1:43.630,3.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:22.353,5.300,3.583,198.397,1:43.769,14.0,3.0,6,A. Markelov,RUSSIAN TIME,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:24.751,7.698,2.398,198.185,1:43.657,13.0,4.0,19,S. Canamasas,Rapax,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:24.996,7.943,0.245,198.163,1:43.219,13.0,5.0,1,C. Leclerc,PREMA Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:25.332,8.279,0.336,198.134,1:44.192,6.0,6.0,20,N. Nato,Pertamina Arden,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:25.854,8.801,0.522,198.088,1:44.404,18.0,7.0,18,N. de Vries,Rapax,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:26.537,9.484,0.683,198.027,1:44.248,6.0,8.0,7,N. Matsushita,ART Grand Prix,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:27.671,10.618,1.134,197.928,1:44.621,15.0,9.0,4,G. Malja,Racing Engineering,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:30.315,13.262,0.999,197.695,1:44.364,4.0,10.0,8,A. Albon,ART Grand Prix,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:30.588,13.535,0.273,197.671,1:44.958,17.0,11.0,12,R. Visoiu,Campos Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:30.878,13.825,0.290,197.646,1:44.865,13.0,12.0,2,A. Fuoco,PREMA Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:31.439,14.386,0.561,197.596,1:45.168,14.0,13.0,3,L. Delétraz,Racing Engineering,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:31.718,14.665,0.279,197.572,1:44.972,15.0,14.0,17,C. Ilott,Trident,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:31.978,14.925,0.260,197.549,1:44.430,16.0,15.0,14,S. Sette Câmara,MP Motorsport,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:32.924,15.871,0.946,197.466,1:44.333,4.0,16.0,21,S. Gelael,Pertamina Arden,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,37:49.316,12.263,1.645,197.783,1:43.550,6.0,17.0,9,O. Rowland,DAMS,Silverstone,Sprint Race,Round 6 ,2017-07-16
21,38:02.971,45.918,30.047,194.867,1:44.605,21.0,18.0,16,N. Jeffri,Trident,Silverstone,Sprint Race,Round 6 ,2017-07-16
18,39:40.215,-,-,190.492,2:01.475,3.0,1.0,14,S. Sette Câmara,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:40.838,0.623,-,190.442,2:01.367,2.0,2.0,3,N. de Vries,Racing Engineering,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:42.618,2.403,1.780,190.3,2:01.812,5.0,3.0,5,L. Ghiotto,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:43.324,3.109,0.706,190.243,2:01.718,4.0,4.0,20,N. Nato,Pertamina Arden,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:44.035,3.820,0.711,190.187,2:01.518,7.0,5.0,1,C. Leclerc,PREMA Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:45.109,4.894,1.074,190.101,2:01.711,3.0,6.0,19,R. Merhi,Rapax,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:45.663,5.448,0.554,190.057,2:01.807,7.0,7.0,2,A. Fuoco,PREMA Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:46.043,5.828,0.380,190.027,2:02.655,14.0,8.0,9,O. Rowland,DAMS,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:46.905,6.690,0.862,189.958,2:02.170,4.0,9.0,10,N. Latifi,DAMS,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:49.417,9.202,2.512,189.758,2:02.716,3.0,10.0,17,S. Ferrucci,Trident,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:49.844,9.629,0.427,189.724,2:02.625,5.0,11.0,4,G. Malja,Racing Engineering,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:50.771,10.556,0.927,189.651,2:02.683,3.0,12.0,18,L. Delétraz,Rapax,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:51.080,10.865,0.309,189.626,2:02.906,4.0,13.0,11,R. Boschung,Campos Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:51.310,11.095,0.230,189.608,1:59.965,11.0,14.0,15,J. King,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:52.285,12.070,0.975,189.531,2:02.968,5.0,15.0,16,N. Jeffri,Trident,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:53.924,13.709,1.639,189.401,2:02.648,2.0,16.0,12,R. Visoiu,Campos Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:54.336,14.121,0.412,189.368,2:00.377,14.0,17.0,21,S. Gelael,Pertamina Arden,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
18,39:57.758,17.543,3.422,189.098,2:00.925,3.0,18.0,8,A. Albon,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
21,33:15.078,-,-,218.958,1:34.104,7.0,1.0,5,L. Ghiotto,RUSSIAN TIME,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:17.374,2.296,-,218.706,1:34.258,3.0,2.0,14,S. Sette Câmara,MP Motorsport,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:19.583,4.505,2.209,218.464,1:34.080,4.0,3.0,2,A. Fuoco,PREMA Racing,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:21.324,6.246,1.741,218.274,1:34.253,4.0,4.0,18,L. Delétraz,Rapax,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:26.881,11.803,5.557,217.67,1:34.662,4.0,5.0,19,R. Merhi,Rapax,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:32.383,17.305,5.502,217.075,1:34.728,2.0,6.0,21,S. Gelael,Pertamina Arden,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:35.088,20.010,2.705,216.783,1:34.480,5.0,7.0,7,N. Matsushita,ART Grand Prix,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:35.666,20.588,0.578,216.721,1:34.315,4.0,8.0,8,A. Albon,ART Grand Prix,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:38.341,23.263,2.675,216.434,1:34.199,3.0,9.0,1,C. Leclerc,PREMA Racing,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:38.782,23.704,0.441,216.387,1:34.559,5.0,10.0,20,N. Nato,Pertamina Arden,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:42.497,27.419,3.715,215.989,1:34.661,5.0,11.0,9,O. Rowland,DAMS,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:44.385,29.307,1.888,215.788,1:34.325,4.0,12.0,3,N. de Vries,Racing Engineering,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:44.737,29.659,0.352,215.75,1:34.482,4.0,13.0,11,R. Boschung,Campos Racing,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:44.984,29.906,0.247,215.724,1:34.392,4.0,14.0,17,S. Ferrucci,Trident,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:47.123,32.045,2.139,215.496,1:34.324,4.0,15.0,6,A. Markelov,RUSSIAN TIME,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:48.043,32.965,0.920,215.398,1:34.251,4.0,16.0,10,N. Latifi,DAMS,Monza,Sprint Race,Round 9 ,2017-09-03
21,33:48.315,33.237,0.272,215.37,1:35.063,4.0,17.0,16,N. Jeffri,Trident,Monza,Sprint Race,Round 9 ,2017-09-03
21,34:12.525,57.447,24.210,212.829,1:33.523,19.0,18.0,4,G. Malja,Racing Engineering,Monza,Sprint Race,Round 9 ,2017-09-03
21,34:15.207,60.129,2.682,212.551,1:34.493,14.0,19.0,12,R. Visoiu,Campos Racing,Monza,Sprint Race,Round 9 ,2017-09-03
21,34:21.380,66.302,6.173,211.915,1:32.921,21.0,20.0,15,J. King,MP Motorsport,Monza,Sprint Race,Round 9 ,2017-09-03
28,43:01.086,-,-,173.039,1:30.747,5.0,1.0,6,A. Markelov,RUSSIAN TIME,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:12.926,11.840,-,172.249,1:30.878,6.0,2.0,10,N. Latifi,DAMS,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:14.372,13.286,1.446,172.153,1:30.838,10.0,3.0,9,O. Rowland,DAMS,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:15.777,14.691,1.405,172.06,1:29.307,20.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:17.583,16.497,1.806,171.94,1:30.158,24.0,5.0,2,A. Fuoco,PREMA Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:21.287,20.201,3.704,171.695,1:29.296,22.0,6.0,3,N. de Vries,Racing Engineering,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
