LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
31,1:00:15.406,47.318,6.021,171.325,1:54.218,26.0,8.0,15,J. King,MP Motorsport,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:18.072,49.984,2.666,171.199,1:50.880,26.0,9.0,14,S. Sette Câmara,MP Motorsport,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:27.123,59.035,9.051,170.772,1:51.674,27.0,10.0,18,L. Delétraz,Rapax,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:35.965,67.877,8.842,170.357,1:51.282,26.0,11.0,4,G. Malja,Racing Engineering,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:39.363,71.275,3.398,170.197,1:54.400,12.0,12.0,12,Á. Palou,Campos Racing,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:46.976,78.888,7.613,169.842,1:54.283,28.0,13.0,20,N. Nato,Pertamina Arden,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:56.263,88.175,9.287,169.411,1:54.845,12.0,14.0,17,S. Ferrucci,Trident,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:58.562,90.474,2.299,169.304,1:54.699,27.0,15.0,21,S. Gelael,Pertamina Arden,Yas Island,Feature Race,Round 11 ,2017-11-26
30,1:00:36.523,1 LAP,1 LAP,164.832,1:53.667,19.0,16.0,19,R. Merhi,Rapax,Yas Island,Feature Race,Round 11 ,2017-11-26
37,1:02:33.684,-,-,165.062,1:35.729,3.0,1.0,1,C. Leclerc,PREMA Racing,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:37.414,3.730,-,164.898,1:35.583,34.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:44.830,11.146,7.416,164.573,1:34.340,31.0,3.0,9,O. Rowland,DAMS,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:47.787,14.103,2.957,164.444,1:36.548,5.0,4.0,7,N. Matsushita,ART Grand Prix,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:51.003,17.319,3.216,164.304,1:34.630,29.0,5.0,8,A. Albon,ART Grand Prix,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:57.563,23.879,6.560,164.019,1:34.865,31.0,6.0,10,N. Latifi,DAMS,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:58.463,24.779,0.900,163.979,1:37.161,33.0,7.0,4,G. Malja,Racing Engineering,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:02:59.087,25.403,0.624,163.952,1:34.294,29.0,8.0,6,A. Markelov,RUSSIAN TIME,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:04.651,30.967,5.564,163.711,1:36.436,2.0,9.0,15,J. King,MP Motorsport,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:17.516,43.832,5.631,163.157,1:36.442,28.0,10.0,18,N. de Vries,Rapax,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:23.967,50.283,6.451,162.88,1:35.114,27.0,11.0,3,L. Delétraz,Racing Engineering,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:11.885,38.201,7.234,163.399,1:36.638,34.0,12.0,11,R. Boschung,Campos Racing,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:39.654,65.970,9.997,162.211,1:36.008,29.0,13.0,2,A. Fuoco,PREMA Racing,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:29.657,55.973,5.690,162.637,1:34.706,28.0,14.0,14,S. Sette Câmara,MP Motorsport,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:42.017,68.333,0.549,162.111,1:35.716,29.0,15.0,21,S. Gelael,Pertamina Arden,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:42.925,69.241,0.908,162.072,1:36.627,27.0,16.0,20,N. Nato,Pertamina Arden,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:03:41.468,67.784,1.814,162.134,1:35.355,28.0,17.0,19,J. Cecotto,Rapax,Barcelona,Feature Race,Round 2 ,2017-05-14
37,1:04:03.205,89.521,20.280,161.217,1:36.913,28.0,18.0,16,N. Jeffri,Trident,Barcelona,Feature Race,Round 2 ,2017-05-14
33,57:40.374,DNF,-,159.682,1:35.965,22.0,19.0,12,R. Merhi,Campos Racing,Barcelona,Feature Race,Round 2 ,2017-05-14
41,1:00:46.545,-,-,135.07,1:21.562,27.0,1.0,9,O. Rowland,DAMS,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:00:47.409,0.864,-,135.038,1:21.592,30.0,2.0,6,A. Markelov,RUSSIAN TIME,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:00.314,13.769,12.905,134.562,1:21.654,28.0,3.0,7,N. Matsushita,ART Grand Prix,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:06.283,19.738,5.969,134.343,1:22.198,6.0,4.0,8,A. Albon,ART Grand Prix,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:11.202,24.657,4.919,134.163,1:23.113,6.0,5.0,5,L. Ghiotto,RUSSIAN TIME,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:14.627,28.082,3.425,134.038,1:23.369,34.0,6.0,4,G. Malja,Racing Engineering,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:14.998,28.453,0.371,134.024,1:23.146,17.0,7.0,18,N. de Vries,Rapax,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:15.670,29.125,0.672,134.0,1:23.402,28.0,8.0,19,J. Cecotto,Rapax,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:32.097,45.552,16.427,133.404,1:22.910,6.0,9.0,15,J. King,MP Motorsport,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:33.126,46.581,1.029,133.367,1:22.875,6.0,10.0,17,S. Canamasas,Trident,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:34.363,47.818,1.237,133.322,1:23.702,18.0,11.0,2,A. Fuoco,PREMA Racing,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:37.317,50.772,2.954,133.215,1:23.588,5.0,12.0,11,R. Boschung,Campos Racing,Monte Carlo,Feature Race,Round 3 ,2017-05-27
41,1:01:40.239,53.694,2.922,133.11,1:23.313,17.0,13.0,21,S. Gelael,Pertamina Arden,Monte Carlo,Feature Race,Round 3 ,2017-05-27
40,1:01:37.787,1 LAP,1 LAP,129.95,1:23.583,27.0,14.0,16,N. Jeffri,Trident,Monte Carlo,Feature Race,Round 3 ,2017-05-27
39,1:01:58.772,2 LAPS,1 LAP,125.986,1:21.983,27.0,15.0,3,L. Delétraz,Racing Engineering,Monte Carlo,Feature Race,Round 3 ,2017-05-27
24,52:33.196,-,-,164.368,1:54.025,24.0,1.0,1,C. Leclerc,PREMA Racing,Baku,Feature Race,Round 4 ,2017-06-25
24,52:36.665,3.469,-,164.187,1:54.736,22.0,2.0,18,N. de Vries,Rapax,Baku,Feature Race,Round 4 ,2017-06-25
24,52:39.586,6.390,2.921,164.035,1:54.884,22.0,3.0,10,N. Latifi,DAMS,Baku,Feature Race,Round 4 ,2017-06-25
24,52:44.890,11.694,2.604,163.76,1:55.168,22.0,4.0,6,A. Markelov,RUSSIAN TIME,Baku,Feature Race,Round 4 ,2017-06-25
24,52:50.270,17.074,5.380,163.482,1:55.426,21.0,5.0,20,N. Nato,Pertamina Arden,Baku,Feature Race,Round 4 ,2017-06-25
24,52:51.766,18.570,1.496,163.405,1:56.281,21.0,6.0,15,J. King,MP Motorsport,Baku,Feature Race,Round 4 ,2017-06-25
24,52:52.286,9.090,2.700,163.895,1:54.662,23.0,7.0,9,O. Rowland,DAMS,Baku,Feature Race,Round 4 ,2017-06-25
24,52:54.544,21.348,2.778,163.262,1:55.990,23.0,8.0,11,R. Boschung,Campos Racing,Baku,Feature Race,Round 4 ,2017-06-25
24,52:56.066,22.870,1.522,163.184,1:56.085,23.0,9.0,17,S. Canamasas,Trident,Baku,Feature Race,Round 4 ,2017-06-25
24,52:57.238,24.042,1.172,163.124,1:56.129,24.0,10.0,8,S. Sirotkin,ART Grand Prix,Baku,Feature Race,Round 4 ,2017-06-25
24,52:58.024,24.828,0.786,163.083,1:55.802,23.0,11.0,4,G. Malja,Racing Engineering,Baku,Feature Race,Round 4 ,2017-06-25
24,52:58.892,25.696,0.868,163.039,1:55.422,23.0,12.0,7,N. Matsushita,ART Grand Prix,Baku,Feature Race,Round 4 ,2017-06-25
24,53:02.871,29.675,3.979,162.835,1:55.438,23.0,13.0,14,S. Sette Câmara,MP Motorsport,Baku,Feature Race,Round 4 ,2017-06-25
24,53:06.297,33.101,3.426,162.66,1:56.335,23.0,14.0,21,S. Gelael,Pertamina Arden,Baku,Feature Race,Round 4 ,2017-06-25
24,53:06.516,33.320,0.219,162.649,1:56.067,24.0,15.0,12,R. Visoiu,Campos Racing,Baku,Feature Race,Round 4 ,2017-06-25
24,53:22.403,49.207,15.887,161.842,1:54.886,21.0,16.0,5,L. Ghiotto,RUSSIAN TIME,Baku,Feature Race,Round 4 ,2017-06-25
40,52:21.629,-,-,197.775,1:16.113,33.0,1.0,1,C. Leclerc,PREMA Racing,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:22.974,1.345,-,197.691,1:16.773,29.0,2.0,10,N. Latifi,DAMS,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:26.789,5.160,3.815,197.451,1:16.479,32.0,3.0,2,A. Fuoco,PREMA Racing,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:27.311,5.682,0.522,197.418,1:16.498,13.0,4.0,9,O. Rowland,DAMS,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:31.475,9.846,4.164,197.157,1:16.382,33.0,5.0,8,A. Albon,ART Grand Prix,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:33.808,12.179,2.333,197.012,1:15.854,34.0,6.0,7,N. Matsushita,ART Grand Prix,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:41.029,19.400,7.221,196.562,1:16.924,14.0,7.0,11,R. Boschung,Campos Racing,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:42.014,20.385,0.985,196.5,1:16.740,33.0,8.0,6,A. Markelov,RUSSIAN TIME,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:52.110,30.481,10.096,195.875,1:17.280,13.0,9.0,15,J. King,MP Motorsport,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:55.291,33.662,3.181,195.679,1:16.710,14.0,10.0,21,S. Gelael,Pertamina Arden,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:57.265,35.636,1.974,195.557,1:17.106,13.0,11.0,12,R. Visoiu,Campos Racing,Spielberg,Feature Race,Round 5 ,2017-07-09
40,52:57.640,36.011,0.375,195.534,1:17.092,13.0,12.0,4,G. Malja,Racing Engineering,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:05.774,44.145,8.134,195.035,1:17.296,11.0,13.0,18,N. de Vries,Rapax,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:08.525,46.896,2.751,194.866,1:16.614,13.0,14.0,5,L. Ghiotto,RUSSIAN TIME,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:10.512,48.883,1.987,194.745,1:17.206,13.0,15.0,19,S. Canamasas,Rapax,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:12.569,50.940,2.057,194.62,1:17.180,30.0,16.0,14,S. Sette Câmara,MP Motorsport,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:15.052,53.423,2.483,194.468,1:16.808,14.0,17.0,3,L. Delétraz,Racing Engineering,Spielberg,Feature Race,Round 5 ,2017-07-09
40,53:18.510,56.881,3.458,194.258,1:17.222,15.0,18.0,16,N. Jeffri,Trident,Spielberg,Feature Race,Round 5 ,2017-07-09
39,52:34.631,1 LAP,1 LAP,192.033,1:18.327,31.0,19.0,17,R. Marciello,Trident,Spielberg,Feature Race,Round 5 ,2017-07-09
36,58:37.062,-,-,161.394,1:30.247,12.0,1.0,9,O. Rowland,DAMS,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:37.297,0.235,-,161.383,1:30.153,18.0,2.0,10,N. Latifi,DAMS,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:37.735,0.673,0.438,161.363,1:30.847,17.0,3.0,18,N. de Vries,Rapax,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:38.467,1.405,0.732,161.329,1:30.816,31.0,4.0,1,C. Leclerc,PREMA Racing,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:38.695,1.633,0.228,161.319,1:30.899,31.0,5.0,7,N. Matsushita,ART Grand Prix,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:39.596,2.534,0.901,161.278,1:31.453,14.0,6.0,5,L. Ghiotto,RUSSIAN TIME,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:40.141,3.079,0.545,161.253,1:31.856,29.0,7.0,20,N. Nato,Pertamina Arden,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:40.412,3.350,0.271,161.24,1:30.736,23.0,8.0,8,A. Albon,ART Grand Prix,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:41.300,4.238,0.327,161.199,1:31.220,10.0,9.0,17,S. Ferrucci,Trident,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:43.689,6.627,2.389,161.09,1:31.761,32.0,10.0,3,L. Delétraz,Racing Engineering,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:44.612,7.550,0.923,161.048,1:31.983,14.0,11.0,11,R. Boschung,Campos Racing,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:45.241,8.179,0.629,161.019,1:31.806,12.0,12.0,16,N. Jeffri,Trident,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:46.524,9.462,0.393,160.961,1:31.475,18.0,13.0,4,G. Malja,Racing Engineering,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:50.973,3.911,0.561,161.214,1:31.546,31.0,14.0,21,S. Gelael,Pertamina Arden,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:53.188,16.126,6.664,160.657,1:31.845,24.0,15.0,15,J. King,MP Motorsport,Budapest,Feature Race,Round 7 ,2017-07-30
36,58:56.131,9.069,0.890,160.979,1:32.066,32.0,16.0,14,S. Sette Câmara,MP Motorsport,Budapest,Feature Race,Round 7 ,2017-07-30
33,52:25.830,DNF,-,165.399,1:30.473,30.0,17.0,6,A. Markelov,RUSSIAN TIME,Budapest,Feature Race,Round 7 ,2017-07-30
28,49:23.075,-,-,200.241,1:43.440,25.0,1.0,1,C. Leclerc,PREMA Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:31.941,8.866,-,199.644,1:43.901,12.0,2.0,20,N. Nato,Pertamina Arden,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:32.680,9.605,0.739,199.594,1:43.786,22.0,3.0,9,O. Rowland,DAMS,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:40.818,17.743,8.138,199.049,1:44.157,11.0,4.0,6,A. Markelov,RUSSIAN TIME,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:41.790,18.715,0.972,198.984,1:43.584,23.0,5.0,19,S. Canamasas,Rapax,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:47.359,24.284,5.569,198.613,1:43.722,14.0,6.0,5,L. Ghiotto,RUSSIAN TIME,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:49.573,26.498,2.214,198.466,1:44.060,11.0,7.0,15,J. King,MP Motorsport,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:50.880,27.805,1.307,198.379,1:43.880,13.0,8.0,10,N. Latifi,DAMS,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:51.979,28.904,1.099,198.306,1:44.131,16.0,9.0,21,S. Gelael,Pertamina Arden,Silverstone,Feature Race,Round 6 ,2017-07-16
28,49:57.635,34.560,5.656,197.932,1:42.512,23.0,10.0,7,N. Matsushita,ART Grand Prix,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:07.839,44.764,10.204,197.261,1:43.457,22.0,11.0,11,R. Boschung,Campos Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:09.611,46.536,1.772,197.145,1:44.783,9.0,12.0,3,L. Delétraz,Racing Engineering,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:10.125,47.050,0.514,197.111,1:44.572,23.0,13.0,14,S. Sette Câmara,MP Motorsport,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:13.748,50.673,3.623,196.874,1:44.830,12.0,14.0,4,G. Malja,Racing Engineering,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:19.532,56.457,5.784,196.497,1:44.856,13.0,15.0,16,N. Jeffri,Trident,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:24.430,61.355,4.898,196.179,1:43.718,28.0,16.0,2,A. Fuoco,PREMA Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:32.618,69.543,8.188,195.649,1:44.076,23.0,17.0,12,R. Visoiu,Campos Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
28,50:35.624,72.549,3.006,195.455,1:43.713,21.0,18.0,8,A. Albon,ART Grand Prix,Silverstone,Feature Race,Round 6 ,2017-07-16
27,49:25.486,1 LAP,1 LAP,192.927,1:44.092,22.0,19.0,17,C. Ilott,Trident,Silverstone,Feature Race,Round 6 ,2017-07-16
25,52:50.172,-,-,198.7,2:00.204,18.0,1.0,6,A. Markelov,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,52:56.229,6.057,-,198.321,2:01.212,11.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,52:56.618,6.446,0.389,198.296,2:00.240,16.0,3.0,2,A. Fuoco,PREMA Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:10.084,19.912,13.466,197.459,2:00.889,10.0,4.0,4,G. Malja,Racing Engineering,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:11.321,21.149,1.237,197.383,2:00.669,11.0,5.0,3,N. de Vries,Racing Engineering,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:19.528,29.356,8.207,196.877,2:00.938,10.0,6.0,14,S. Sette Câmara,MP Motorsport,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:23.651,33.479,4.123,196.623,2:01.656,11.0,7.0,19,R. Merhi,Rapax,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:25.783,35.611,2.132,196.492,2:01.493,19.0,8.0,20,N. Nato,Pertamina Arden,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:32.907,42.735,7.124,196.057,2:01.693,16.0,9.0,17,S. Ferrucci,Trident,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:34.305,44.133,1.398,195.971,2:01.015,9.0,10.0,12,R. Visoiu,Campos Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:37.780,47.608,3.475,195.76,2:01.106,16.0,11.0,16,N. Jeffri,Trident,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:49.724,59.552,11.944,195.036,2:01.109,11.0,12.0,8,A. Albon,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:50.389,60.217,0.665,194.996,2:00.693,10.0,13.0,11,R. Boschung,Campos Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,53:51.242,61.070,0.853,194.944,2:01.719,18.0,14.0,18,L. Delétraz,Rapax,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
25,54:04.254,74.082,13.012,194.162,2:01.229,13.0,15.0,21,S. Gelael,Pertamina Arden,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
24,53:34.588,1 LAP,1 LAP,188.11,2:01.095,11.0,16.0,7,N. Matsushita,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
23,44:10.800,-,-,180.529,1:47.650,23.0,1.0,2,A. Fuoco,PREMA Racing,Monza,Feature Race,Round 9 ,2017-09-03
23,44:11.151,0.351,0.351,180.505,1:47.436,23.0,2.0,7,N. Matsushita,ART Grand Prix,Monza,Feature Race,Round 9 ,2017-09-03
23,44:12.277,1.477,1.126,180.429,1:47.648,23.0,3.0,10,N. Latifi,DAMS,Monza,Feature Race,Round 9 ,2017-09-03
23,44:13.885,3.085,-,180.66,1:47.151,23.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Monza,Feature Race,Round 9 ,2017-09-03
23,44:14.644,3.844,1.798,180.268,1:48.359,23.0,5.0,21,S. Gelael,Pertamina Arden,Monza,Feature Race,Round 9 ,2017-09-03
23,44:16.068,5.268,1.424,180.171,1:48.448,18.0,6.0,14,S. Sette Câmara,MP Motorsport,Monza,Feature Race,Round 9 ,2017-09-03
23,44:16.831,6.031,0.763,180.119,1:49.415,23.0,7.0,18,L. Delétraz,Rapax,Monza,Feature Race,Round 9 ,2017-09-03
23,44:17.730,6.930,0.899,180.058,1:49.259,18.0,8.0,4,G. Malja,Racing Engineering,Monza,Feature Race,Round 9 ,2017-09-03
23,44:18.678,7.878,0.948,179.994,1:48.349,16.0,9.0,6,A. Markelov,RUSSIAN TIME,Monza,Feature Race,Round 9 ,2017-09-03
23,44:19.019,8.219,0.341,179.971,1:47.988,18.0,10.0,15,J. King,MP Motorsport,Monza,Feature Race,Round 9 ,2017-09-03
23,44:20.512,9.712,1.493,179.87,1:49.386,23.0,11.0,19,R. Merhi,Rapax,Monza,Feature Race,Round 9 ,2017-09-03
23,44:22.479,11.679,1.967,179.737,1:50.687,23.0,12.0,16,N. Jeffri,Trident,Monza,Feature Race,Round 9 ,2017-09-03
23,44:22.779,11.979,0.300,179.717,1:49.267,15.0,13.0,20,N. Nato,Pertamina Arden,Monza,Feature Race,Round 9 ,2017-09-03
23,44:22.846,12.046,0.569,180.39,1:47.930,23.0,14.0,8,A. Albon,ART Grand Prix,Monza,Feature Race,Round 9 ,2017-09-03
23,44:23.206,12.406,0.427,179.688,1:48.472,15.0,15.0,11,R. Boschung,Campos Racing,Monza,Feature Race,Round 9 ,2017-09-03
23,44:24.331,13.531,1.125,179.612,1:49.731,17.0,16.0,12,R. Visoiu,Campos Racing,Monza,Feature Race,Round 9 ,2017-09-03
23,44:44.789,33.989,20.458,178.244,1:48.047,15.0,17.0,1,C. Leclerc,PREMA Racing,Monza,Feature Race,Round 9 ,2017-09-03
23,45:23.209,72.409,18.420,177.029,1:48.095,17.0,18.0,3,N. de Vries,Racing Engineering,Monza,Feature Race,Round 9 ,2017-09-03
39,1:01:31.999,-,-,168.466,1:30.242,2.0,1.0,1,C. Leclerc,PREMA Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:32.229,0.230,-,168.456,1:29.906,22.0,2.0,9,O. Rowland,DAMS,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:32.916,0.917,0.687,168.424,1:30.787,37.0,3.0,2,A. Fuoco,PREMA Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:33.235,1.236,0.319,168.41,1:31.054,12.0,4.0,10,N. Latifi,DAMS,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:34.684,2.685,1.449,168.344,1:30.804,27.0,5.0,6,A. Markelov,RUSSIAN TIME,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:38.743,6.744,4.059,168.159,1:31.220,27.0,6.0,15,J. King,MP Motorsport,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:40.016,8.017,1.273,168.101,1:30.675,26.0,7.0,5,L. Ghiotto,RUSSIAN TIME,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:40.261,8.262,0.245,168.09,1:30.462,10.0,8.0,12,Á. Palou,Campos Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:46.482,14.483,6.221,167.808,1:31.379,14.0,9.0,16,N. Jeffri,Trident,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:48.225,16.226,1.743,167.729,1:30.909,11.0,10.0,14,S. Sette Câmara,MP Motorsport,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:48.255,16.256,0.030,167.728,1:30.626,9.0,11.0,20,N. Nato,Pertamina Arden,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:49.121,17.122,0.866,167.689,1:30.621,11.0,12.0,8,A. Albon,ART Grand Prix,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:49.656,17.657,0.535,167.664,1:31.699,11.0,13.0,3,N. de Vries,Racing Engineering,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:56.854,24.855,7.198,167.34,1:30.627,25.0,14.0,4,G. Malja,Racing Engineering,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
39,1:01:58.941,26.942,2.087,167.246,1:31.728,12.0,15.0,19,R. Binder,Rapax,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
38,1:01:32.320,1 LAP,1 LAP,164.134,1:30.036,31.0,16.0,21,S. Gelael,Pertamina Arden,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
38,1:01:32.365,1 LAP,0.045,164.132,1:30.450,9.0,17.0,18,L. Delétraz,Rapax,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
38,1:01:35.162,1 LAP,2.797,164.008,1:31.832,3.0,18.0,7,N. Matsushita,ART Grand Prix,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
31,57:46.206,-,-,173.992,1:48.072,19.0,1.0,19,L. Norris,Carlin,Sakhir,Feature Race,Round 1 ,2018-04-08
31,57:54.527,8.321,8.321,173.575,1:49.128,27.0,2.0,18,S. Sette Câmara,Carlin,Sakhir,Feature Race,Round 1 ,2018-04-08
31,57:54.738,8.532,0.211,173.565,1:48.177,19.0,3.0,1,A. Markelov,RUSSIAN TIME,Sakhir,Feature Race,Round 1 ,2018-04-08
31,57:55.555,9.349,0.817,173.524,1:49.130,29.0,4.0,5,A. Albon,DAMS,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:00.153,13.947,4.598,173.295,1:49.538,29.0,5.0,8,G. Russell,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:00.867,14.661,0.714,173.259,1:48.573,29.0,6.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:05.532,19.326,4.665,173.027,1:48.646,16.0,7.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:08.779,22.573,3.247,172.866,1:49.062,18.0,8.0,11,M. Günther,BWT Arden,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:14.765,28.559,5.986,172.57,1:49.743,23.0,9.0,7,J. Aitken,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:17.791,31.585,3.026,172.421,1:49.413,20.0,10.0,10,R. Boschung,MP Motorsport,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:21.720,35.514,3.929,172.227,1:49.257,16.0,11.0,6,N. Latifi,DAMS,Sakhir,Feature Race,Round 1 ,2018-04-08
31,58:30.479,44.273,8.759,171.798,1:48.627,25.0,12.0,14,L. Ghiotto,Campos Vexatec Racing,Sakhir,Feature Race,Round 1 ,2018-04-08
